TIMESTAMP,FORECAST
20131101 1:00,0.34261095897220223
20131101 2:00,0.3505068787900526
20131101 3:00,0.35149941993815154
20131101 4:00,0.3433785520257292
20131101 5:00,0.3629853356708935
20131101 6:00,0.36687722454525634
20131101 7:00,0.3133532108980991
20131101 8:00,0.15498702618387555
20131101 9:00,0.0987385192881528
20131101 10:00,0.0902004940523003
20131101 11:00,0.09062150503909988
20131101 12:00,0.08971187605070141
20131101 13:00,0.08850057635184533
20131101 14:00,0.09047557575412363
20131101 15:00,0.09014868783423235
20131101 16:00,0.08939347714160278
20131101 17:00,0.0878899138229512
20131101 18:00,0.08688308667441524
20131101 19:00,0.08831873639489363
20131101 20:00,0.09018743830144998
20131101 21:00,0.09069164127717833
20131101 22:00,0.08757450939079287
20131101 23:00,0.09091346486893143
20131102 0:00,0.12561711851774415
20131102 1:00,0.44189713633864636
20131102 2:00,0.5087804126988325
20131102 3:00,0.6058462493947577
20131102 4:00,0.7171487268708887
20131102 5:00,0.7559338174153596
20131102 6:00,0.692615980958754
20131102 7:00,0.5995348678741612
20131102 8:00,0.5588230113936157
20131102 9:00,0.5631663277962977
20131102 10:00,0.4912457356343752
20131102 11:00,0.4237429885829354
20131102 12:00,0.3099287320834235
20131102 13:00,0.498143987121125
20131102 14:00,0.6463373540244467
20131102 15:00,0.2941214341637327
20131102 16:00,0.36814195811963374
20131102 17:00,0.5128619615339568
20131102 18:00,0.5913685377258695
20131102 19:00,0.5031954318942456
20131102 20:00,0.40195418565749247
20131102 21:00,0.45821518810928963
20131102 22:00,0.5684509397715257
20131102 23:00,0.5562067034999508
20131103 0:00,0.5408901931713767
20131103 1:00,0.46293233686803487
20131103 2:00,0.4762305035275374
20131103 3:00,0.6738017369769401
20131103 4:00,0.7221864222595439
20131103 5:00,0.6909593228900763
20131103 6:00,0.6893074100813079
20131103 7:00,0.6847591459139709
20131103 8:00,0.6783938414333316
20131103 9:00,0.5798553904269105
20131103 10:00,0.48102209415885977
20131103 11:00,0.392537806495512
20131103 12:00,0.5886969095025637
20131103 13:00,0.6117502694208308
20131103 14:00,0.6720891691478598
20131103 15:00,0.7494437390671774
20131103 16:00,0.7955232755366635
20131103 17:00,0.8201193050645643
20131103 18:00,0.8360952169152736
20131103 19:00,0.8454232998175869
20131103 20:00,0.8545592981822743
20131103 21:00,0.8659239052437057
20131103 22:00,0.8733459973109703
20131103 23:00,0.8668362303995647
20131104 0:00,0.8216015706162985
20131104 1:00,0.7770645648526274
20131104 2:00,0.6579951210687273
20131104 3:00,0.5501902768387852
20131104 4:00,0.445571590010574
20131104 5:00,0.3938472790012696
20131104 6:00,0.38203680446519084
20131104 7:00,0.38463923397809235
20131104 8:00,0.4048332744963334
20131104 9:00,0.2576561510956696
20131104 10:00,0.3179326616335886
20131104 11:00,0.4139813525596863
20131104 12:00,0.4722690015498351
20131104 13:00,0.5153153194354694
20131104 14:00,0.5575584348319426
20131104 15:00,0.5908691957114599
20131104 16:00,0.6485118658292113
20131104 17:00,0.7006049336653396
20131104 18:00,0.6847249335246524
20131104 19:00,0.6427568161489947
20131104 20:00,0.6149357673279521
20131104 21:00,0.7249353190287131
20131104 22:00,0.7993971361611133
20131104 23:00,0.8150600079164532
20131105 0:00,0.7111896770238975
20131105 1:00,0.44848716147106144
20131105 2:00,0.3062547912562786
20131105 3:00,0.1937639913008824
20131105 4:00,0.12823833925687356
20131105 5:00,0.0984566547334148
20131105 6:00,0.08710364413727523
20131105 7:00,0.08691595555092196
20131105 8:00,0.10269480329678715
20131105 9:00,0.1843018484871214
20131105 10:00,0.3012180507540422
20131105 11:00,0.2913514656346735
20131105 12:00,0.27966131666935296
20131105 13:00,0.28785711461862945
20131105 14:00,0.29486830960411015
20131105 15:00,0.29656165624819913
20131105 16:00,0.26695693072253307
20131105 17:00,0.2475538124553202
20131105 18:00,0.26386866696501643
20131105 19:00,0.28970683318503715
20131105 20:00,0.30694231283125994
20131105 21:00,0.42035535733814455
20131105 22:00,0.43791706177815054
20131105 23:00,0.5149135381830646
20131106 0:00,0.511856063815792
20131106 1:00,0.37918029380084023
20131106 2:00,0.27361930264091416
20131106 3:00,0.19944974649570474
20131106 4:00,0.17628455674409083
20131106 5:00,0.17838833959406886
20131106 6:00,0.17231833202695224
20131106 7:00,0.15703677404257643
20131106 8:00,0.1011846510532684
20131106 9:00,0.10143988268844084
20131106 10:00,0.0906943834248169
20131106 11:00,0.19839428514710816
20131106 12:00,0.1710011945776791
20131106 13:00,0.36713281719308144
20131106 14:00,0.4823357942528847
20131106 15:00,0.5357860244307617
20131106 16:00,0.4941931107394945
20131106 17:00,0.3394110481563229
20131106 18:00,0.1563189229436716
20131106 19:00,0.11304569222571215
20131106 20:00,0.12830548102974015
20131106 21:00,0.19965314449612043
20131106 22:00,0.09323279758574582
20131106 23:00,0.08707181043226009
20131107 0:00,0.17760041948272443
20131107 1:00,0.33654526007974883
